[2020-12-17T06:51:12.519639+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
[2020-12-17T06:51:47.915868+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
[2020-12-17T07:05:33.321041+08:00] log.DEBUG: Slim Application Error Type: Error Code: 0 Message: Call to undefined function MEM\prjMitralPHP\CurrrentUserName() File: C:\xampp\htdocs\mem\models\TimesheetList.php Line: 79 Trace: #0 C:\xampp\htdocs\mem\vendor\php-di\php-di\src\Definition\Resolver\ObjectCreator.php(143): MEM\prjMitralPHP\TimesheetList->__construct() #1 C:\xampp\htdocs\mem\vendor\php-di\php-di\src\Definition\Resolver\ObjectCreator.php(71): DI\Definition\Resolver\ObjectCreator->createInstance(Object(DI\Definition\ObjectDefinition), Array) #2 C:\xampp\htdocs\mem\vendor\php-di\php-di\src\Definition\Resolver\ResolverDispatcher.php(71): DI\Definition\Resolver\ObjectCreator->resolve(Object(DI\Definition\ObjectDefinition), Array) #3 C:\xampp\htdocs\mem\vendor\php-di\php-di\src\Container.php(387): DI\Definition\Resolver\ResolverDispatcher->resolve(Object(DI\Definition\ObjectDefinition), Array) #4 C:\xampp\htdocs\mem\vendor\php-di\php-di\src\Container.php(138): DI\Container->resolveDefinition(Object(DI\Definition\ObjectDefinition)) #5 C:\xampp\htdocs\mem\src\phpfn.php(128): DI\Container->get('timesheet_list') #6 C:\xampp\htdocs\mem\src\PermissionMiddleware.php(59): MEM\prjMitralPHP\Container('timesheet_list') #7 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(209): MEM\prjMitralPHP\PermissionMiddleware->__invoke(Object(Slim\Http\ServerRequest), Object(Slim\Routing\Route)) #8 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(81): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #9 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(81): Slim\MiddlewareDispatcher->handle(Object(Slim\Http\ServerRequest)) #10 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\Routing\Route.php(341): Slim\MiddlewareDispatcher->handle(Object(Slim\Http\ServerRequest)) #11 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\Routing\RouteRunner.php(84): Slim\Routing\Route->run(Object(Slim\Http\ServerRequest)) #12 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\Middleware\BodyParsingMiddleware.php(68): Slim\Routing\RouteRunner->handle(Object(Slim\Http\ServerRequest)) #13 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(147): Slim\Middleware\BodyParsingMiddleware->process(Object(Slim\Http\ServerRequest), Object(Slim\Routing\RouteRunner)) #14 C:\xampp\htdocs\mem\src\CorsMiddleware.php(32): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #15 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(147): MEM\prjMitralPHP\CorsMiddleware->process(Object(Slim\Http\ServerRequest), Object(class@anonymous)) #16 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\Middleware\RoutingMiddleware.php(59): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #17 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(147): Slim\Middleware\RoutingMiddleware->process(Object(Slim\Http\ServerRequest), Object(class@anonymous)) #18 C:\xampp\htdocs\mem\vendor\selective\samesite-cookie\src\SameSiteCookieMiddleware.php(52): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #19 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(147): Selective\SameSiteCookie\SameSiteCookieMiddleware->process(Object(Slim\Http\ServerRequest), Object(class@anonymous)) #20 C:\xampp\htdocs\mem\vendor\selective\samesite-cookie\src\SameSiteSessionMiddleware.php(50): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #21 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(147): Selective\SameSiteCookie\SameSiteSessionMiddleware->process(Object(Slim\Http\ServerRequest), Object(class@anonymous)) #22 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\Middleware\ErrorMiddleware.php(107): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #23 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(147): Slim\Middleware\ErrorMiddleware->process(Object(Slim\Http\ServerRequest), Object(class@anonymous)) #24 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\MiddlewareDispatcher.php(81): class@anonymous->handle(Object(Slim\Http\ServerRequest)) #25 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\App.php(215): Slim\MiddlewareDispatcher->handle(Object(Slim\Http\ServerRequest)) #26 C:\xampp\htdocs\mem\vendor\slim\slim\Slim\App.php(199): Slim\App->handle(Object(Slim\Http\ServerRequest)) #27 C:\xampp\htdocs\mem\index.php(116): Slim\App->run() #28 {main} [] []
[2020-12-17T07:20:39.049578+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
[2020-12-17T07:40:08.021764+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:41:07.848218+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:41:57.538076+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:42:18.147836+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:42:35.525902+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:42:53.441032+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:43:09.936444+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
