[2020-12-17T06:51:12.519639+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
[2020-12-17T07:43:27.619501+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:43:45.951187+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:44:42.991795+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:45:57.141244+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:46:14.761890+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:46:30.724750+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:46:49.088001+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:47:11.625661+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:47:53.957053+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:48:10.585968+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:48:28.485081+08:00] log.DEBUG: SELECT `shift_id` AS `lf`, `shift_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `master_shift` [] []
[2020-12-17T07:55:49.085953+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
[2020-12-17T08:02:48.684124+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
[2020-12-17T08:12:37.340659+08:00] log.DEBUG: SELECT `employee_username` AS `lf`, `employee_name` AS `df`, '' AS `df2`, '' AS `df3`, '' AS `df4` FROM `employee` [] []
